"competitor_article","ld_article","c_brand","c_name","c_dn","c_pn","c_thread_type","c_type","name","dn","pn","thread_type","type","price","url"
"SVB-0003-200025","LD 47.303.25","Stout","Кран шаровой полнопроходной STOUT ВР/НР ручка рычаг 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Р Ду 25 Ру 40 рычаг","25","40","Внутренняя/Наружная","кран латунный","1071","https://xn--d1an.xn--p1ai/products/1585--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_r_du_25_ru_40_rycag/"
"SVB-0003-200025","LD 47.303.25 W","Stout","Кран шаровой полнопроходной STOUT ВР/НР ручка рычаг 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Р Ду 25 Ру 40 рычаг (white)","25","40","Внутренняя/Наружная","кран латунный","1093","https://xn--d1an.xn--p1ai/products/2124--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_r_du_25_ru_40_rycag_white/"
"SVB-0003-200025","LD 47.303.25 R","Stout","Кран шаровой полнопроходной STOUT ВР/НР ручка рычаг 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Р Ду 25 Ру 40 рычаг (red)","25","40","Внутренняя/Наружная","кран латунный","1093","https://xn--d1an.xn--p1ai/products/2371--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_r_du_25_ru_40_rycag_red/"
"SVB-0003-200025","LD 47.303.25 B","Stout","Кран шаровой полнопроходной STOUT ВР/НР ручка рычаг 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Р Ду 25 Ру 40 рычаг (blue)","25","40","Внутренняя/Наружная","кран латунный","1093","https://xn--d1an.xn--p1ai/products/3886--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_r_du_25_ru_40_rycag_blue/"
"SVB-0003-200025","LD 47.303.25.0","Stout","Кран шаровой полнопроходной STOUT ВР/НР ручка рычаг 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Р Ду 25 Ру 40 рычаг стальной","25","40","Внутренняя/Наружная","кран латунный","1184","https://xn--d1an.xn--p1ai/products/3909--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_r_du_25_ru_40_rycag_stal_noj/"
"SVB-0003-200025","LD 47.313.25 R","Stout","Кран шаровой полнопроходной STOUT ВР/НР ручка рычаг 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Р Ду 25 Ру 40 рычаг (red) с биркой","25","40","Внутренняя/Наружная","кран латунный","1093","https://xn--d1an.xn--p1ai/products/4147--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_r_du_25_ru_40_rycag_red_s_birkoj/"
"SVB-0003-200025","LD 47.313.25","Stout","Кран шаровой полнопроходной STOUT ВР/НР ручка рычаг 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Р Ду 25 Ру 40 рычаг с биркой","25","40","Внутренняя/Наружная","кран латунный","1071","https://xn--d1an.xn--p1ai/products/17759--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_r_du_25_ru_40_rycag_s_birkoj/"
"SVB-0003-200025","LD 47.313.25 W","Stout","Кран шаровой полнопроходной STOUT ВР/НР ручка рычаг 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Р Ду 25 Ру 40 рычаг (white) с биркой","25","40","Внутренняя/Наружная","кран латунный","1093","https://xn--d1an.xn--p1ai/products/17760--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_r_du_25_ru_40_rycag_white_s_birkoj/"
"SVB-0003-200025","LD 47.313.25.0","Stout","Кран шаровой полнопроходной STOUT ВР/НР ручка рычаг 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Р Ду 25 Ру 40 рычаг стальной с биркой","25","40","Внутренняя/Наружная","кран латунный","1184","https://xn--d1an.xn--p1ai/products/17856--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_r_du_25_ru_40_rycag_stal_noj_s_birkoj/"
"SVB-0003-200025","LD 47.313.25.1","Stout","Кран шаровой полнопроходной STOUT ВР/НР ручка рычаг 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Р Ду 25 Ру 40 рычаг с биркой и хомутом","25","40","Внутренняя/Наружная","кран латунный","1071","https://xn--d1an.xn--p1ai/products/17896--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_r_du_25_ru_40_rycag_s_birkoj_i_homutom/"
"SVB-0008-200025","LD 47.202.25","Stout","Кран шаровой полнопроходной угловой с американкой STOUT ВР/НР ручка бабочка 1","25.0","40.0","Внутренняя/Наружная","угловой","Кран шаровой латунный угловой LD Pride 47.25.В-Н.У.Б Ду 25 Ру 40 бабочка","25","40","Внутренняя/Наружная","угловой","1260","https://xn--d1an.xn--p1ai/products/17542--kran_sarovoj_latunnyj_uglovoj_ld_pride_47_25_v_n_u_b_du_25_ru_40_babocka/"
"SVB-0008-200025","LD 47.212.25","Stout","Кран шаровой полнопроходной угловой с американкой STOUT ВР/НР ручка бабочка 1","25.0","40.0","Внутренняя/Наружная","угловой","Кран шаровой латунный угловой LD Pride 47.25.В-Н.У.Б Ду 25 Ру 40 бабочка с биркой","25","40","Внутренняя/Наружная","угловой","1260","https://xn--d1an.xn--p1ai/products/17916--kran_sarovoj_latunnyj_uglovoj_ld_pride_47_25_v_n_u_b_du_25_ru_40_babocka_s_birkoj/"
"SVB-0008-200015","LD 47.202.15","Stout","Кран шаровой полнопроходной угловой с американкой STOUT ВР/НР ручка бабочка 1/2","15.0","40.0","Внутренняя/Наружная","угловой","Кран шаровой латунный угловой LD Pride 47.15.В-Н.У.Б Ду 15 Ру 40 бабочка","15","40","Внутренняя/Наружная","угловой","484","https://xn--d1an.xn--p1ai/products/3803--kran_sarovoj_latunnyj_uglovoj_ld_pride_47_15_v_n_u_b_du_15_ru_40_babocka/"
"SVB-0008-200015","LD 47.202.15 W","Stout","Кран шаровой полнопроходной угловой с американкой STOUT ВР/НР ручка бабочка 1/2","15.0","40.0","Внутренняя/Наружная","угловой","Кран шаровой латунный угловой LD Pride 47.15.В-Н.У.Б Ду 15 Ру 40 бабочка (white)","15","40","Внутренняя/Наружная","угловой","494","https://xn--d1an.xn--p1ai/products/14787--kran_sarovoj_latunnyj_uglovoj_ld_pride_47_15_v_n_u_b_du_15_ru_40_babocka_white/"
"SVB-0008-200015","LD 47.212.15","Stout","Кран шаровой полнопроходной угловой с американкой STOUT ВР/НР ручка бабочка 1/2","15.0","40.0","Внутренняя/Наружная","угловой","Кран шаровой латунный угловой LD Pride 47.15.В-Н.У.Б Ду 15 Ру 40 бабочка с биркой","15","40","Внутренняя/Наружная","угловой","484","https://xn--d1an.xn--p1ai/products/17822--kran_sarovoj_latunnyj_uglovoj_ld_pride_47_15_v_n_u_b_du_15_ru_40_babocka_s_birkoj/"
"SVB-0008-200015","LD 47.212.15 W","Stout","Кран шаровой полнопроходной угловой с американкой STOUT ВР/НР ручка бабочка 1/2","15.0","40.0","Внутренняя/Наружная","угловой","Кран шаровой латунный угловой LD Pride 47.15.В-Н.У.Б Ду 15 Ру 40 бабочка с биркой (white)","15","40","Внутренняя/Наружная","угловой","494","https://xn--d1an.xn--p1ai/products/17903--kran_sarovoj_latunnyj_uglovoj_ld_pride_47_15_v_n_u_b_du_15_ru_40_babocka_s_birkoj_white/"
"SVB-0012-000020","LD 47.300.20","Stout","Кран шаровой стандартнопроходной STOUT SVB ВР/ВР, ручка бабочка 3/4","20.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.20.В-В.Б Ду 20 Ру 40 бабочка","20","40","Внутренняя","кран латунный","519","https://xn--d1an.xn--p1ai/products/1004--kran_sarovoj_latunnyj_ld_pride_47_20_v_v_b_du_20_ru_40_babocka/"
"SVB-0012-000020","LD 47.300.20 W","Stout","Кран шаровой стандартнопроходной STOUT SVB ВР/ВР, ручка бабочка 3/4","20.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.20.В-В.Б Ду 20 Ру 40 бабочка (white)","20","40","Внутренняя","кран латунный","529","https://xn--d1an.xn--p1ai/products/2110--kran_sarovoj_latunnyj_ld_pride_47_20_v_v_b_du_20_ru_40_babocka_white/"
"SVB-0012-000020","LD 47.300.20 R","Stout","Кран шаровой стандартнопроходной STOUT SVB ВР/ВР, ручка бабочка 3/4","20.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.20.В-В.Б Ду 20 Ру 40 бабочка (red)","20","40","Внутренняя","кран латунный","529","https://xn--d1an.xn--p1ai/products/2330--kran_sarovoj_latunnyj_ld_pride_47_20_v_v_b_du_20_ru_40_babocka_red/"
"SVB-0012-000020","LD 47.300.20 B","Stout","Кран шаровой стандартнопроходной STOUT SVB ВР/ВР, ручка бабочка 3/4","20.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.20.В-В.Б Ду 20 Ру 40 бабочка (blue)","20","40","Внутренняя","кран латунный","529","https://xn--d1an.xn--p1ai/products/2360--kran_sarovoj_latunnyj_ld_pride_47_20_v_v_b_du_20_ru_40_babocka_blue/"
"SVB-0012-000020","LD 47.310.20","Stout","Кран шаровой стандартнопроходной STOUT SVB ВР/ВР, ручка бабочка 3/4","20.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.20.В-В.Б Ду 20 Ру 40 бабочка с биркой","20","40","Внутренняя","кран латунный","519","https://xn--d1an.xn--p1ai/products/4109--kran_sarovoj_latunnyj_ld_pride_47_20_v_v_b_du_20_ru_40_babocka_s_birkoj/"
"SVB-0012-000020","LD 47.310.20 R","Stout","Кран шаровой стандартнопроходной STOUT SVB ВР/ВР, ручка бабочка 3/4","20.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.20.В-В.Б Ду 20 Ру 40 бабочка (red) с биркой","20","40","Внутренняя","кран латунный","529","https://xn--d1an.xn--p1ai/products/4129--kran_sarovoj_latunnyj_ld_pride_47_20_v_v_b_du_20_ru_40_babocka_red_s_birkoj/"
"SVB-0012-000020","LD 47.310.20 W","Stout","Кран шаровой стандартнопроходной STOUT SVB ВР/ВР, ручка бабочка 3/4","20.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.20.В-В.Б Ду 20 Ру 40 бабочка (white) с биркой","20","40","Внутренняя","кран латунный","529","https://xn--d1an.xn--p1ai/products/17748--kran_sarovoj_latunnyj_ld_pride_47_20_v_v_b_du_20_ru_40_babocka_white_s_birkoj/"
"SVB-0012-000020","LD 47.310.20.1","Stout","Кран шаровой стандартнопроходной STOUT SVB ВР/ВР, ручка бабочка 3/4","20.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.20.В-В.Б Ду 20 Ру 40 бабочка с биркой и хомутом","20","40","Внутренняя","кран латунный","519","https://xn--d1an.xn--p1ai/products/17886--kran_sarovoj_latunnyj_ld_pride_47_20_v_v_b_du_20_ru_40_babocka_s_birkoj_i_homutom/"
"SVB-0011-000020","LD 47.301.20","Stout","Кран шаровой стандартнопроходной STOUT SVB ВР/ВР, ручка рычаг 3/4","20.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.20.В-В.Р Ду 20 Ру 40 рычаг","20","40","Внутренняя","кран латунный","533","https://xn--d1an.xn--p1ai/products/1540--kran_sarovoj_latunnyj_ld_pride_47_20_v_v_r_du_20_ru_40_rycag/"
"SVB-0011-000020","LD 47.301.20 W","Stout","Кран шаровой стандартнопроходной STOUT SVB ВР/ВР, ручка рычаг 3/4","20.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.20.В-В.Р Ду 20 Ру 40 рычаг (white)","20","40","Внутренняя","кран латунный","545","https://xn--d1an.xn--p1ai/products/2114--kran_sarovoj_latunnyj_ld_pride_47_20_v_v_r_du_20_ru_40_rycag_white/"
